Indicator,Group,State,Subgroup,Phase,Time Period,Time Period Label,date,Time Period End Date,Value,Number of Respondents,value1,LowCI,HighCI,Confidence Interval,Quartile Range,value2
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Connecticut,Connecticut,3 (Jan 6 ��� Mar 29),23,"Jan 20 - Feb 1, 2021",01/20/2021,02/01/2021,21,"1,365",286.65,17.6,24.8,17.6 - 24.8,20.5-23.0,65174
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Connecticut,Connecticut,3 (Jan 6 ��� Mar 29),24,"Feb 3 - Feb 15, 2021",02/03/2021,02/15/2021,18.7,"1,303",243.661,15.9,21.7,15.9 - 21.7,12.1-19.4,60036
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Connecticut,Connecticut,3 (Jan 6 ��� Mar 29),25,"Feb 17 - Mar 1, 2021",02/17/2021,03/01/2021,24.7,"1,377",340.119,21.1,28.6,21.1 - 28.6,22.7-24.7,39137
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Connecticut,Connecticut,3 (Jan 6 ��� Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,22.8,"1,364",310.992,19.5,26.3,19.5 - 26.3,22.8-23.8,27100
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Connecticut,Connecticut,3 (Jan 6 ��� Mar 29),27,"Mar 17 - Mar 29, 2021",03/17/2021,03/29/2021,22.2,"1,282",284.604,18.9,25.8,18.9 - 25.8,19.4-22.2,23506
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Connecticut,Connecticut,3.1,28,"Apr 14 - Apr 26, 2021",04/14/2021,04/26/2021,20.7,"1,183",244.881,17.3,24.5,17.3 - 24.5,20.0-21.0,33343
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Connecticut,Connecticut,3.1,29,"Apr 28 - May 10, 2021",04/28/2021,05/10/2021,20.1,"1,228",246.828,16.7,23.8,16.7 - 23.8,15.4-20.1,27905
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Connecticut,Connecticut,3.1,30,"May 12 - May 24, 2021",05/12/2021,05/24/2021,23.2,"1,229",285.128,19.3,27.4,19.3 - 27.4,22.6-24.7,18452
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Connecticut,Connecticut,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,18,"1,111",199.98,14.7,21.7,14.7 - 21.7,12.2-19.6,9640
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Connecticut,Connecticut,3.1,32,"Jun 9 - Jun 21, 2021",06/09/2021,06/21/2021,20.8,"1,087",226.096,16.7,25.5,16.7 - 25.5,20.6-22.1,4308
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Connecticut,Connecticut,3.1,33,"Jun 23 - Jul 5, 2021",06/23/2021,07/05/2021,20.3,981,199.143,17.3,23.5,17.3 - 23.5,20.3-23.1,1948
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Connecticut,Connecticut,3.2,34,"Jul 21 - Aug 2, 2021",07/21/2021,08/02/2021,20.9,"1,296",270.864,17.5,24.5,17.5 - 24.5,13.1-21.1,2728
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Connecticut,Connecticut,3.2,35,"Aug 4 - Aug 16, 2021",08/04/2021,08/16/2021,21.5,"1,397",300.355,17.7,25.7,17.7 - 25.7,21.5-23.8,7050
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Connecticut,Connecticut,3.2,36,"Aug 18 - Aug 30, 2021",08/18/2021,08/30/2021,22.5,"1,349",303.525,19.2,26,19.2 - 26.0,20.5-23.4,13437
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Connecticut,Connecticut,3.2,37,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,24.9,"1,284",319.716,21.2,28.9,21.2 - 28.9,24.4-26.1,17468
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Connecticut,Connecticut,3.2,38,"Sep 15 - Sep 27, 2021",09/15/2021,09/27/2021,22.6,"1,181",266.906,19.7,25.6,19.7 - 25.6,21.4-24.3,17434
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Connecticut,Connecticut,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,19.6,"1,175",230.3,15.7,23.9,15.7 - 23.9,12.7-20.7,17108
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Connecticut,Connecticut,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,12/13/2021,23.9,1143,273.177,20.5,27.6,20.5 - 27.6,23.6-27.0,18958
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Connecticut,Connecticut,3.3,41,"Dec 29, 2021 - Jan 10, 2022",12/29/2021,01/10/2022,19.6,1573,308.308,16.9,22.5,16.9 - 22.5,14.3-20.4,80792
