Indicator,Group,State,Subgroup,Phase,Time Period,Time Period Label,date,Time Period End Date,Value,Number of Respondents,value1,LowCI,HighCI,Confidence Interval,Quartile Range,Suppression Flag,Quartile Range,Suppression Flag,Quartile Range,Suppression Flag,Quartile Range,value2
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Oregon,Oregon,3 (Jan 6 ��� Mar 29),23,"Jan 20 - Feb 1, 2021",01/20/2021,02/01/2021,23.9,"1,984",474.176,21.1,26.8,21.1 - 26.8,23.1-24.9,,25.0-29.2,,25.0-29.2,,23.1-24.9,30069
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Oregon,Oregon,3 (Jan 6 ��� Mar 29),24,"Feb 3 - Feb 15, 2021",02/03/2021,02/15/2021,25.3,"1,866",472.098,22.6,28.2,22.6 - 28.2,24.7-31.8,,22.9-24.6,,24.7-31.8,,12.1-19.4,25117
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Oregon,Oregon,3 (Jan 6 ��� Mar 29),25,"Feb 17 - Mar 1, 2021",02/17/2021,03/01/2021,20.8,"1,892",393.536,18.1,23.8,18.1 - 23.8,19.8-22.6,,22.7-24.7,,24.8-27.9,,22.7-24.7,16789
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Oregon,Oregon,3 (Jan 6 ��� Mar 29),26,"Mar 3 - Mar 15, 2021",03/03/2021,03/15/2021,26,"1,923",499.98,23.2,29,23.2 - 29.0,23.9-29.8,,20.3-22.7,,22.8-23.8,,22.8-23.8,12309
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Oregon,Oregon,3 (Jan 6 ��� Mar 29),27,"Mar 17 - Mar 29, 2021",03/17/2021,03/29/2021,22.4,"1,788",400.512,19.9,25.1,19.9 - 25.1,22.3-24.1,,19.4-22.2,,24.2-28.7,,24.2-28.7,9411
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Oregon,Oregon,3.1,28,"Apr 14 - Apr 26, 2021",04/14/2021,04/26/2021,23.9,"1,670",399.13,20.4,27.6,20.4 - 27.6,23.9-32.3,,23.9-32.3,,23.9-32.3,,21.1-23.8,12156
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Oregon,Oregon,3.1,29,"Apr 28 - May 10, 2021",04/28/2021,05/10/2021,22.8,"2,003",456.684,20,25.7,20.0 - 25.7,22.8-24.6,,22.8-24.6,,22.8-24.6,,24.7-29.7,18346
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Oregon,Oregon,3.1,30,"May 12 - May 24, 2021",05/12/2021,05/24/2021,24.7,"1,888",466.336,22.2,27.4,22.2 - 27.4,22.6-24.7,,19.1-22.5,,24.8-29.2,,22.6-24.7,21616
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Oregon,Oregon,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,24.4,"1,768",431.392,21.2,27.8,21.2 - 27.8,22.9-25.1,,25.2-29.5,,22.9-25.1,,25.2-29.5,17744
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Oregon,Oregon,3.1,32,"Jun 9 - Jun 21, 2021",06/09/2021,06/21/2021,21,"1,760",369.6,18.8,23.4,18.8 - 23.4,20.6-22.1,,20.6-22.1,,25.0-29.2,,22.2-24.9,11517
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Oregon,Oregon,3.1,33,"Jun 23 - Jul 5, 2021",06/23/2021,07/05/2021,24.2,"1,715",415.03,21,27.8,21.0 - 27.8,23.2-25.0,,23.2-25.0,,23.2-25.0,,25.1-28.4,7942
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Oregon,Oregon,3.2,34,"Jul 21 - Aug 2, 2021",07/21/2021,08/02/2021,24.4,"1,624",396.256,21.2,27.8,21.2 - 27.8,23.9-26.7,,23.9-26.7,,26.8-30.6,,26.8-30.6,6625
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Oregon,Oregon,3.2,35,"Aug 4 - Aug 16, 2021",08/04/2021,08/16/2021,24.2,"1,811",438.262,20.9,27.8,20.9 - 27.8,23.9-25.8,,23.9-25.8,,25.9-30.8,,23.9-25.8,15053
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Oregon,Oregon,3.2,36,"Aug 18 - Aug 30, 2021",08/18/2021,08/30/2021,22.5,"1,934",435.15,19.9,25.3,19.9 - 25.3,20.5-23.4,,23.5-26.5,,23.5-26.5,,26.6-31.4,34527
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Oregon,Oregon,3.2,37,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,24.7,"1,702",420.394,22.3,27.1,22.3 - 27.1,24.4-26.1,,26.2-29.3,,24.4-26.1,,24.4-26.1,55723
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Oregon,Oregon,3.2,38,"Sep 15 - Sep 27, 2021",09/15/2021,09/27/2021,25.9,"1,519",393.421,22.7,29.2,22.7 - 29.2,24.4-26.1,,26.2-30.8,,21.4-24.3,,24.4-26.1,59802
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Oregon,Oregon,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,26,"1,437",373.62,22.7,29.6,22.7 - 29.6,24.2-26.3,,24.2-26.3,,26.4-33.6,,26.4-33.6,51897
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Oregon,Oregon,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,12/13/2021,24.3,"1,635",397.305,21.5,27.2,21.5 - 27.2,23.6-27.0,,20.4-23.5,,23.6-27.0,,20.4-23.5,23503
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Oregon,Oregon,3.3,41,"Dec 29, 2021 - Jan 10, 2022",12/29/2021,01/10/2022,25.1,"1,837",461.087,22.4,27.9,22.4 - 27.9,24.3-26.6,,24.3-26.6,,24.3-26.6,,20.5-24.2,27234
